usg_category,usg_sector,year,flow_stage,amount_usd,amount_usd_constant,source,source_url,retrieved_at
Health,Nutrition,2008,disbursement,272239.0,386877.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Nutrition,2009,disbursement,8705.0,12246.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Nutrition,2010,commitment,600000.0,836775.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Nutrition,2011,commitment,1832394.0,2505220.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Nutrition,2011,disbursement,1301212.0,1778999.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Nutrition,2012,commitment,5692462.0,7643937.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Nutrition,2012,disbursement,5216767.0,7005164.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Nutrition,2013,commitment,15679368.0,20679307.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Nutrition,2013,disbursement,10655933.0,14053965.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Nutrition,2014,commitment,984558.0,1275256.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Nutrition,2014,disbursement,9558770.0,12381064.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Nutrition,2015,commitment,14516169.0,18609442.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Nutrition,2015,disbursement,13612094.0,17450438.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Nutrition,2016,commitment,7448719.0,9473370.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Nutrition,2016,disbursement,17657419.0,22456917.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Nutrition,2017,commitment,7548700.0,9441159.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Nutrition,2017,disbursement,23681243.0,29618127.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Nutrition,2018,commitment,5649074.0,6911853.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Nutrition,2018,disbursement,29632480.0,36256453.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Nutrition,2019,commitment,8423849.0,10121731.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Nutrition,2019,disbursement,11543529.0,13870196.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Nutrition,2020,commitment,5243390.0,6219563.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Nutrition,2020,disbursement,13824118.0,16397786.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Nutrition,2021,commitment,32153265.0,36876743.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Nutrition,2021,disbursement,13170424.0,15105228.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Nutrition,2022,commitment,3479481.0,3727121.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Nutrition,2022,disbursement,16934925.0,18140211.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Nutrition,2023,commitment,35789476.0,36666036.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Nutrition,2023,disbursement,14040353.0,14384231.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Nutrition,2024,commitment,11088203.0,11088203.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Nutrition,2024,disbursement,9777211.0,9777211.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Nutrition,2025,commitment,3380894.0,3301440.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Nutrition,2025,disbursement,6966380.0,6802664.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Nutrition,2026,disbursement,83349.0,79734.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Other Public Health Threats,2001,commitment,567167.0,953820.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Other Public Health Threats,2002,commitment,200000.0,331136.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Other Public Health Threats,2002,disbursement,127243.0,210674.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Other Public Health Threats,2003,commitment,145000.0,235552.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Other Public Health Threats,2003,disbursement,221822.0,360350.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Other Public Health Threats,2004,disbursement,231194.0,366622.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Other Public Health Threats,2005,commitment,400000.0,615578.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Other Public Health Threats,2005,disbursement,308736.0,475126.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Other Public Health Threats,2006,commitment,1115000.0,1661937.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Other Public Health Threats,2006,disbursement,23172.0,34538.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Other Public Health Threats,2007,commitment,7053944.0,10232392.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Other Public Health Threats,2007,disbursement,3578812.0,5191393.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Other Public Health Threats,2008,commitment,2972454.0,4224121.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Other Public Health Threats,2008,disbursement,4887751.0,6945920.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Other Public Health Threats,2009,commitment,774361.0,1089296.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Other Public Health Threats,2009,disbursement,892318.0,1255224.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Other Public Health Threats,2010,commitment,949367.0,1324008.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Other Public Health Threats,2010,disbursement,975866.0,1360967.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Other Public Health Threats,2011,commitment,72341.0,98904.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Other Public Health Threats,2011,disbursement,972998.0,1330268.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Other Public Health Threats,2012,commitment,20930.0,28106.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Other Public Health Threats,2012,disbursement,974084.0,1308016.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Other Public Health Threats,2013,disbursement,1006233.0,1327104.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Other Public Health Threats,2014,commitment,1345237.0,1742427.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Other Public Health Threats,2015,commitment,-12992.0,-16655.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Other Public Health Threats,2015,disbursement,-7352.0,-9425.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Other Public Health Threats,2016,commitment,685000.0,871191.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Other Public Health Threats,2016,disbursement,538249.0,684552.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Other Public Health Threats,2017,commitment,500337.0,625772.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Other Public Health Threats,2017,disbursement,716360.0,895951.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Other Public Health Threats,2018,commitment,856898.0,1048447.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Other Public Health Threats,2018,disbursement,491172.0,600967.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Other Public Health Threats,2019,disbursement,534335.0,642033.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Other Public Health Threats,2020,commitment,582639.0,691110.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Other Public Health Threats,2020,disbursement,626663.0,743330.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Other Public Health Threats,2021,commitment,500000.0,573453.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Other Public Health Threats,2021,disbursement,342486.0,392799.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Other Public Health Threats,2022,commitment,1521787.0,1630095.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Other Public Health Threats,2022,disbursement,177684.0,190330.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Other Public Health Threats,2023,commitment,1301295.0,1333166.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Other Public Health Threats,2023,disbursement,962236.0,985803.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Other Public Health Threats,2024,commitment,2007579.0,2007579.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Other Public Health Threats,2024,disbursement,217656.0,217656.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Other Public Health Threats,2025,commitment,-9161.0,-8945.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Other Public Health Threats,2025,disbursement,383582.0,374568.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Pandemic Influenza and Other Emerging Threats (PIOET),2001,commitment,2016996.0,3392035.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Pandemic Influenza and Other Emerging Threats (PIOET),2001,disbursement,2016996.0,3392035.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Pandemic Influenza and Other Emerging Threats (PIOET),2002,commitment,2340881.0,3875747.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Pandemic Influenza and Other Emerging Threats (PIOET),2002,disbursement,2340881.0,3875747.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Pandemic Influenza and Other Emerging Threats (PIOET),2003,commitment,2234310.0,3629629.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Pandemic Influenza and Other Emerging Threats (PIOET),2003,disbursement,2234310.0,3629629.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Pandemic Influenza and Other Emerging Threats (PIOET),2004,commitment,1788697.0,2836469.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Pandemic Influenza and Other Emerging Threats (PIOET),2004,disbursement,1788697.0,2836469.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Pandemic Influenza and Other Emerging Threats (PIOET),2005,commitment,1905258.0,2932085.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Pandemic Influenza and Other Emerging Threats (PIOET),2005,disbursement,1905258.0,2932085.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Pandemic Influenza and Other Emerging Threats (PIOET),2006,commitment,227091.0,338485.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Pandemic Influenza and Other Emerging Threats (PIOET),2006,disbursement,227091.0,338485.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Pandemic Influenza and Other Emerging Threats (PIOET),2007,commitment,2421752.0,3512973.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Pandemic Influenza and Other Emerging Threats (PIOET),2007,disbursement,2421752.0,3512973.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Pandemic Influenza and Other Emerging Threats (PIOET),2008,commitment,1909746.0,2713918.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Pandemic Influenza and Other Emerging Threats (PIOET),2008,disbursement,1899644.0,2699563.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Pandemic Influenza and Other Emerging Threats (PIOET),2009,commitment,1814410.0,2552334.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Pandemic Influenza and Other Emerging Threats (PIOET),2009,disbursement,1784290.0,2509966.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Pandemic Influenza and Other Emerging Threats (PIOET),2010,commitment,3713478.0,5178912.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Pandemic Influenza and Other Emerging Threats (PIOET),2010,disbursement,3456810.0,4820953.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Pandemic Influenza and Other Emerging Threats (PIOET),2011,commitment,3787828.0,5178654.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Pandemic Influenza and Other Emerging Threats (PIOET),2011,disbursement,280406.0,383357.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Pandemic Influenza and Other Emerging Threats (PIOET),2012,commitment,2084.0,2800.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Pandemic Influenza and Other Emerging Threats (PIOET),2012,disbursement,25787.0,34627.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Pandemic Influenza and Other Emerging Threats (PIOET),2013,commitment,23589.0,31111.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Pandemic Influenza and Other Emerging Threats (PIOET),2013,disbursement,26784.0,35327.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Pandemic Influenza and Other Emerging Threats (PIOET),2014,commitment,1461.0,1892.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Pandemic Influenza and Other Emerging Threats (PIOET),2014,disbursement,2762.0,3578.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Pandemic Influenza and Other Emerging Threats (PIOET),2016,commitment,17440.0,22180.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Pandemic Influenza and Other Emerging Threats (PIOET),2016,disbursement,15696.0,19962.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Pandemic Influenza and Other Emerging Threats (PIOET),2019,commitment,1133951.0,1362506.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Pandemic Influenza and Other Emerging Threats (PIOET),2020,commitment,7593157.0,9006793.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Pandemic Influenza and Other Emerging Threats (PIOET),2020,disbursement,2265793.0,2687619.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Pandemic Influenza and Other Emerging Threats (PIOET),2021,commitment,34187542.0,39209865.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Pandemic Influenza and Other Emerging Threats (PIOET),2021,disbursement,12873587.0,14764784.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Pandemic Influenza and Other Emerging Threats (PIOET),2022,commitment,3965531.0,4247766.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Pandemic Influenza and Other Emerging Threats (PIOET),2022,disbursement,21075306.0,22575274.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Pandemic Influenza and Other Emerging Threats (PIOET),2023,commitment,2356753.0,2414475.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Pandemic Influenza and Other Emerging Threats (PIOET),2023,disbursement,5757154.0,5898160.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Pandemic Influenza and Other Emerging Threats (PIOET),2024,commitment,2350000.0,2350000.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Pandemic Influenza and Other Emerging Threats (PIOET),2024,disbursement,1736222.0,1736222.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Pandemic Influenza and Other Emerging Threats (PIOET),2025,commitment,7109431.0,6942353.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Pandemic Influenza and Other Emerging Threats (PIOET),2025,disbursement,2250715.0,2197821.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Pandemic Influenza and Other Emerging Threats (PIOET),2026,disbursement,2075170.0,1985175.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Water Supply and Sanitation,2002,commitment,2500.0,4139.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Water Supply and Sanitation,2002,disbursement,2500.0,4139.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Water Supply and Sanitation,2011,commitment,270000.0,369140.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Water Supply and Sanitation,2011,disbursement,67743.0,92618.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
Health,Water Supply and Sanitation,2012,commitment,163280.0,219255.0,us_fa_deep,https://foreignassistance.gov/cd/nepal,2026-06-21
